1.00E-01	1.83E-03
1.50E-01	1.23E-03
2.00E-01	9.75E-04
2.50E-01	1.35E-03
3.00E-01	1.05E-03
3.50E-01	1.04E-03
4.00E-01	9.70E-04
4.50E-01	1.14E-03
1.00E+00	2.16E-03
