1.00E-01	1.94E-04
1.50E-01	1.84E-04
2.00E-01	2.21E-04
2.50E-01	1.89E-04
3.00E-01	2.48E-04
3.50E-01	1.58E-04
4.00E-01	2.21E-04
4.50E-01	1.83E-04
1.00E+00	2.59E-04
