1.00E-01	1.86E-04
1.50E-01	1.23E-04
2.00E-01	7.55E-05
2.50E-01	1.32E-04
3.00E-01	1.32E-04
3.50E-01	1.31E-04
4.00E-01	1.66E-04
4.50E-01	1.36E-04
1.00E+00	2.25E-04
