1.00E-01	1.84E-03
1.50E-01	1.27E-03
2.00E-01	9.86E-04
2.50E-01	9.22E-04
3.00E-01	9.80E-04
3.50E-01	8.12E-04
4.00E-01	8.71E-04
4.50E-01	8.71E-04
1.00E+00	1.44E-03
